Mission	Site	Month	Year	Lake.area	Xcoord	Ycoord	African.Black.Swift	African.Darter	African.Fish.Eagle	African.Grey.Hornbill	African.Harrier.Hawk	African.Hawk.Eagle	African.Jacana	African.Marsh.Harrier	African.Mourning.Dove	African.Openbill	African.Palm.Swift	African.Pipit	African.Pygmy.goose	African.Quailfinch	African.Red.eyed.Bulbul	African.Reed.Warbler	African.Sacred.Ibis	African.Snipe	African.Spoonbill	Banded.Martin	Barn.Swallow	Bateleur	Black.Crake	Black.Heron	Black.Kite	Black.chested.Prinia	Black.chested.Snake.Eagle	Black.crowned.Night.Heron	Black.faced.Waxbill	Black.headed.Heron	Black.necked.Grebe	Black.tailed.Godwit	Black.winged.Pratincole	Black.winged.Stilt	Blacksmith.Lapwing	Blue.Waxbill	Blue.cheeked.Bee.eater	Booted.Eagle	Brown.Snake.Eagle	Brown.throated.Martin	Burchells.Sandgrouse	Burchells.Starling	Cape.Shoveler	Cape.Sparrow	Cape.Teal	Cape.Turtle.Dove	Capped.Wheatear	Cattle.Egret	Chestnut.backed.Sparrowlark	Chinspot.Batis	Collared.Pratincole	Comb.Duck	Common.Greenshank	Common.House.Martin	Common.Moorhen	Common.Ringed.Plover	Common.Sandpiper	Common.Swift	Coppery.tailed.Coucal	Crimson.breasted.Shrike	Crowned.Lapwing	Curlew.Sandpiper	Diderick.Cuckoo	Dusky.Lark	Dwarf.Bittern	Egyptian.Goose	European.Bee.eater	Fork.tailed.Drongo	Fulvous.Duck	Gabar.Goshawk	Glossy.Ibis	Goliath.Heron	Great.Crested.Grebe	Great.Egret	Great.Reed.Warbler	Great.Sparrow	Great.White.Pelican	Greater.Flamingo	Greater.Painted.snipe	Green.backed.Heron	Green.winged.Pytilia	Grey.Heron	Grey.backed.Camaroptera	Grey.backed.Sparrowlark	Grey.headed.Gull	Grey.headed.Kingfisher	Grey.rumped.Swallow	Hamerkop	Hottentot.Teal	Kalahari.Scrub.Robin	Kittlitzs.Plover	Lanner.Falcon	Laughing.Dove	Lesser.Flamingo	Lesser.Grey.Shrike	Lesser.Jacana	Lesser.Masked.Weaver	Lesser.Moorhen	Lilac.breasted.Roller	Little.Bee.eater	Little.Bittern	Little.Egret	Little.Grebe	Little.Stint	Long.billed.Crombec	Long.crested.Eagle	Long.tailed.Paradise.Whydah	Long.toed.Lapwing	Malachite.Kingfisher	Marabou.Stork	Marico.Flycatcher	Marico.Sunbird	Marsh.Sandpiper	Marsh.Warbler	Martial.Eagle	Namaqua.Dove	Namaqua.Sandgrouse	Pectoral.Sandpiper	Peregrine.Falcon	Pied.Avocet	Pied.Kingfisher	Pied.Starling	Pin.tailed.Whydah	Pink.backed.Pelican	Purple.Heron	Rattling.Cisticola	Red.backed.Shrike	Red.billed.Firefinch	Red.billed.Oxpecker	Red.billed.Quelea	Red.billed.Spurfowl	Red.billed.Teal	Red.capped.Lark	Red.eyed.Dove	Red.faced.Mousebird	Red.headed.Quelea	Red.knobbed.Coot	Reed.Cormorant	Ruff	Saddle.billed.Stork	Sand.Martin	Scaly.feathered.Finch	Scarlet.chested.Sunbird	Sedge.Warbler	Senegal.Coucal	Shaft.tailed.Whydah	Slaty.Egret	Southern.Grey.headed.Sparrow	Southern.Masked.Weaver	Southern.Pale.Chanting.Goshawk	Southern.Pied.Babbler	Southern.Pochard	Southern.Red.Bishop	Spur.winged.Goose	Squacco.Heron	Swainsons.Spurfowl	Tawny.Eagle	Temmincks.Courser	Three.banded.Plover	Wahlbergs.Eagle	Wattled.Crane	Wattled.Starling	Whiskered.Tern	White.Stork	White.backed.Duck	White.backed.Vulture	White.breasted.Cormorant	White.faced.Duck	White.throated.Swallow	White.winged.Tern	Willow.Warbler	Wood.Sandpiper	Woolly.necked.Stork	Yellow.Wagtail	Yellow.bellied.Eremomela	Yellow.billed.Duck	Yellow.billed.Egret	Yellow.billed.Stork	Yellow.crowned.Bishop	Yellow.throated.Longclaw	Zitting.Cisticola
NGA2	12	2	2008	30	-20.43625533	22.82739211	0	3.25	1	0	0	0	7.75	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.666666667	0	0	0	0	0	0	0	0	3.25	0	0	0	0	0	0	0	0	4.666666667	0	1	0	0	1	0	0	1	0	0	0	0	1	6	0	1	0	0	1	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6.75	0	0	0	0	0	0	0	0	2	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1.666666667	0	0	2	0	0	0	0	3	0	0	0	0	60.25	2	1.5	0	5	0	0	0	0	0	0	1	1	0	0	2	0	0	2	0	0	0	0	0	0	0	32.5	0	13	0	0	5	0	6.666666667	1	1	0	0	0	1	1	6	0	0	0
NGA2	13	2	2008	30	-20.43257718	22.83128408	0	5.25	0	0	0	0	6.75	0	0	0	0	0	3.5	0	0	0	1	0	0	0	9.333333334	0	0	5.333333333	0	0	0	0	0	1	0	0	0	0	0.999999999	0	16.66666667	0	0	0	0	0	0	10	0	6.5	0	0	0	0	0	0	0	0	31.75	0	1	0	0	0	0	0	0	0	0	0	0	1	5.5	0	5	0	0	0	0	0	7	0	0	0	0	0	0	0	4.5	0	0	0	0	1	0	0	10	0	0	0	19	0	0	0	0	2	35.25	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3.666666667	2.75	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	27	0	17	0	0	3	0	0	2	2.75	0	1	0	2	1	6	1.5	0	0
NGA3	2	6	2008	10	-20.44868611	22.78945603	0	0	1.5	0	0	0	0	0	0	0	0	3.333333333	0	1.5	0	0	2	0	17	0	0	0	0	0	0	0	1	0	0	2.5	0	0	0	12.66666667	3.5	0	0	0	0	0	181	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.5	0	0	0	0	8	0	0	0	0	0	65	0	0	0	0	2	0	0	0	0	0	0	0	0	3	3.5	22.66666666	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	40.75	0	0	0	0	0	20.5	0	0	0	0	0	0	0	0	0	0	0	0	0	29733.33333	0	4.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8.75	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
NGA3	8	6	2008	10	-20.44523679	22.79965983	0	0	3.5	0	0	0	0	0	51	0	0	3	0	0	0	0	7.5	0	29.5	0	1	0	0	0	0	0	0	0	0	3.333333333	0	0	0	63	85.5	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	25.75	0	0	4	0	12.5	0	0	0	0	0	51	31	0	0	0	4	0	0	2	0	0	0	9.75	0	3.666666667	2.333333333	9	7	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	20.75	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	16333.33333	0	28.25	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	40.75	8.25	0	0	0	0	38.66666667	0	9	0	0	0	0	0	0	0	1	0	0	0
NGA3	9	6	2008	10	-20.44443472	22.80798281	0	0	1.5	0	0	1	0	0	3	0	0	2.666666666	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	55.25	49.25	0	0	0	0	0	3	0	0	0	0	11	0	0	0	0	13.5	0	1	0	0	0	0	0	0	0	3	0	0	0	0	36	0	0	0	0	9.5	0	0	1	0	0	45	13	0	0	0	2.5	0	0	1	0	0	0	6	0	6	3.666666666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	2	0	0	6.333333334	0	0	0	0	0	0	0	0	0	0	0	0	0	6277.5	0	37.66666667	1	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	2.5	0	95	5	0	0	6	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0
NGA3	10	6	2008	10	-20.44115094	22.81334865	0	0	2	0	0	0	0	0	0	0	0	1.75	0	0	0	0	5.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.25	34.25	0	0	0	0	0	11	0	0	0	0	51.5	0	1	0	0	421	0	2.333333333	0	0	0	0	0	0	0	4	0	0	0	0	33.5	0	0	0	0	6.666666667	0	0	2	0	0	7.5	32	0	0	0	2.25	0	0	1	0	0	1	6.5	0	0	2.5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	5313.666666	0	36.75	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1.5	0	37.5	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NGA3	11	6	2008	10	-20.43824293	22.81990833	0	0	1.5	0	0	0	0	0	0	0	0	2.333333334	0	0	0	0	22	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	171	12.33333333	0	0	0	0	0	174	0	0	0	0	52.5	0	2	0	0	321.5	0	33.33333333	0	0	0	0	0	0	0	0	13.5	0	0	0	18	0	0	0	0	27	0	0	1	0	0	11.33333333	5	0	0	0	1	0	0	1	0	0	1	20.66666666	0	12	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	71	0	0	0	0	0	0	0	0	1	0	0	0	2	1631.5	0	163.6666666	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	2	2	0	45	8.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
NGA3	12	6	2008	10	-20.43625533	22.82739211	0	0	0	0	0	0	0	0	36	0	0	3	0	0	0	0	18.5	0	37.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	169.2	76.4	0	0	0	0	0	0	0	5.25	0	1	85	0	1	0	0	25.5	1	23	0	0	0	0	0	0	0	0	16.33333333	0	0	0	31.2	0	0	2	0	1	0	0	4.5	0	0	13.66666667	32	0	0	0	20.4	0	0	3.4	0	0	1.25	33.8	0	0	1	4	0	0	0	0	0	0	0	0	2.25	6.4	0	0	0	2	0	0	3.5	0	0	0	0	1	42.5	0	0	1.5	8.6	0	0	0	0	0	0	0	0	0	4700	0	181	0	0	0	10500	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	14.5	4.25	0	0	0	0	24	0	0	0	0	0	0	0	0	0	1	0	0	0
NGA3	13	6	2008	10	-20.43257718	22.83128408	0	0	1	0	0	0	0	0	25	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	13.66666666	0	0	0	0	0	0	0	0	0	0	16.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	1	0	0	0	0	0	0	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	1	0	10.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NGA4	1	10	2008	39	-20.44447412	22.80797786	0	0	0	0	0	0	0	0	0	0	3	3.25	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	13.5	1	2	0	0	0	0	0	2	0	0	0	13.33333333	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1.5	0	0	18.25	0	0	2	0	0	0	0	0	0	0	1	0	0	0.999999999	0	0	0	3	0	0	0	5.5	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	1	0	1	0	0	6.333333333	0	0	0	0	2	0	0	0	0	1	0	0	0	737.5	11.5	59.75	0	0	0	0	0	6.25	14.33333333	0	1.5	4	0	0	0	6	0	1	1.666666667	0	0	3	0	0	1.666666667	0	0	0	0	0	0	2.75	4.25	0	0	0	0	19.33333333	0	3	0	9.25	0	0	0	0	0	2	0	0	0
NGA4	2	10	2008	39	-20.44868611	22.78945603	0	0	0	0	0	0	1	0	0	0	2.5	0	6	0	0	0	1	0	0	0	3	0	0	5	0	1	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	2	0	0	0	6.333333333	0	0	0	0	0	0	1.5	0	0	0	0	20	0	0	0	0	0	0	0	1.5	0	0	2	0	8.5	1	0	3	0	0	0	0	1	0	0	4.333333333	0	0	0	0	0	0	5	0	0	0	4.333333334	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2	0	0	0	0	0	1620.25	0	36.75	0	0	1	0	0	15.66666667	2.5	0	0	0	0	0	0	3	0	1	4	0	0	0	0	0	4	0	0	0	0	0	0	2.5	4.25	0	0	0	0	18.5	0	0	0	2.666666667	0	0	0	0	1	0	0	0	0
NGA4	3	10	2008	39	-20.45515048	22.77934201	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9.5	0	1	0	0	0	0	0	2.5	0	0	0	12.5	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	12	0	0	0	0	3.333333334	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	3.75	0	0	0	3.000000001	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6060	4	21	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	4	0	0	2	0	0	1	0	0	0	0	0	0	37.5	3.75	0	0	0	0	25.5	1	0	0	2.5	0	0	0	0	0	0	0	0	0
NGA4	4	10	2008	39	-20.45624818	22.76916018	0	0	1	0	0	0	1	0	0	0	0	6.666666667	0	0	1	0	1	0	0	0	12.5	0	0	0	1	0	0	0	0	0	0	0	0	5.25	11.25	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	1.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9.5	0	1	0	0	7.666666666	0	0	1	0	0	0	0	0	0	0	1.333333333	0	0	0	0	1	1	4.999999999	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	2.25	0	0	0	0	0	0	0	0	0	0	0	0	0	443.3333333	3	106.25	1	0	0	0	0	0	2.5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13.25	0	0	0	16	0	8	1	0	0	5.666666667	0	0	0	2	1	1	0	0	0
NGA4	5	10	2008	39	-20.46220754	22.75528528	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	1	0	7.333333334	0	1.5	0	0	0	1	0	0	0	0	0	0	0	0	8.75	11.25	0	0	0	0	0	0	0	0	0	0	6.5	0	1	0	0	2.5	2	4	0	0	0	0	0	0	0	0	0	0	0	0	18.25	0	0	4	1	3.75	0	0	2.666666666	0	0	10	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	1.5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	14	0	0	0	0	0	966.6666666	0	121	0	0	0	0	0	0	11.5	0	0	0	0	0	0	1	0	1	5.5	0	0	0	0	0	1.5	0	0	0	0	0	0	4.666666667	1.75	0	0	0	0	153.5	1	0	0	2.5	0	0	0	7	1	7	0	0	0
NGA4	8	10	2008	39	-20.44523679	22.79965983	0	0	0	0	0	0	1	0	0	0	0	1.333333333	0	0	0	0	1	1	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	6.75	4	0	0	0	0	0	0	0	0	0	0	1.5	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1.5	2	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	3.5	0	2	0	0	0	0	0	0	0	0	0	0	1.666666667	15	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2887.75	0	115.2	0	0	0	0	0	8	25.66666666	0	1	0	0	0	0	0	0	0	1.5	0	0	8.666666666	0	0	1	0	0	0	0	0	0	7	6.8	0	2	0	0	22.5	0	1	0	5.2	0	0	0	0	2	0	0	0	0
NGA4	9	10	2008	39	-20.44443472	22.80798281	0	0	1	0	0	0	1.666666667	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	2	1.333333333	0	0	0	0	1.5	0	0	10.75	5	5	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	3	0	3.5	0	0	1	0	0	0	0	0	0	2	0	1	0	3.333333333	0	0	0	5	0	0	0	2	0	0	0	0	0	0	2	0	1	7.333333333	0	0	0	0	0	0	0	2	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	1	0	0	0	230	3.666666667	167.25	0	1	0	0	1	8.666666667	18	0	0	0	0	0	0	0	0	0	3	0	0	3.5	0	0	0	0	0	0	0	0	0	2.25	6.25	0	13.75	0	0	19	0	0	0	3.333333333	0	0	0	0	0	0	0	0	0
NGA4	10	10	2008	39	-20.44115094	22.81334865	0	0	0	0	0	1	2.666666667	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	1.5	0	0	0	0	4	0	0	8	6	2	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	2	2	0	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0	0	6.333333333	0	0	7	0	0	0	0	0	0	1	1	1	0	4.25	0	0	0	2.666666667	0	0	0	1	0	0	0	0	0	0	0	0	2	4.25	0	0	0	0	0	0	0	1.5	0	0	0	0	2	0	0	0	0	1	0	0	1	0	2	0	0	0	1070.5	5.666666667	141	0	0	0	0	0	16.25	5	0	0	0	0	0	1	0	0	0	6	0	0	0	0	1	6.5	0	0	0	0	0	0	17.5	7	0	10	0	0	52	0	0	0	2	0	0	0	0	1	2	0	0	0
NGA4	11	10	2008	39	-20.43824293	22.81990833	0	0	0	0	0	0	1.666666667	0	0	0	0	0	4	0	0	0	1	0	6	0	1	0	0	0	0	0	0	0	0	0	2	0	0	5	1	0	0	0	0	0	0	1	0	0	0	2	0	1.5	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	6.25	0	0	1	0	0	0	0	3.333333333	0	0	2	0	0	1	0	0	0	6.333333334	0	0	0	0	0	0	0	0	0	0	1	0	3	4.333333333	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	5666.666666	4	161.5	0	0	0	0	0	6.666666667	0	0	0	0	0	0	0	2	0	0	10.5	0	0	0	0	0	0	0	0	0	0	0	0	1260.5	5.25	0	9	0	0	5.5	0	0	0	2	0	0	0	0	1	2	0	0	0
NGA4	12	10	2008	39	-20.43625533	22.82739211	0	1.5	1	0	0	0	1.5	0	0	0	0	0	35	0	0	0	1	0	0	0	1.5	0	0	0	0	1	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	2	0	0	0	8	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	1.5	0	13.25	1	4	1.666666667	0	0	1	0	0	0	0	1	0	0	1.5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	6.5	0	0	0	0	0	0	0	1.5	1	0	0	0	2.666666667	0	0	0	0	0	0	0	2	0	0	0	0	0	2350	3	204.75	0	0	0	0	84	15.75	1.5	0	0	0	0	0	0	1	0	2	3.75	0	0	1	0	9	3.666666667	0	0	0	0	0	0	2.5	6.25	0	6	0	0	35	1	0	0	2	0	0	0	0	0	0	0	0	0
NGA4	13	10	2008	39	-20.43257718	22.83128408	0	2.333333333	0	0	0	0	2	1	0	0	2	0	8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	1	0	0	0	1.333333333	0	0	0	0	0	0	1	0	0	0	0	50	0	0	0	0	0	1	0	0	8	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	6.5	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	1	0	0	1.333333333	2	0	0	0	0	1050	1	254	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2.333333333	0	0	0	0	0	0	2	4.75	0	3.5	0	0	10.75	0	0	0	0	0	0	0	1	2	0	0	0	0
NGA5	1	2	2009	30	-20.44447412	22.80797786	0	0	0	0	0	0	20.25	0	0	0	0	7.333333334	0	0	0	0	3	0	2.666666667	0	95	0	0	0	1	0	0	0	0	1	0	0	233.3333333	2.5	37.75	0	1	0	0	0	0	0	0	0	0	0	0	79	0	0	24.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5	0	0	2	0	10.33333333	0	0	0	0	0	27.25	0	0	0	0	7	0	0	3	0	0	0	8.5	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	11.66666667	0	0	0	0	0	0	0	153	3	0	0	0	72.5	2	14	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	5	0	32.5	0	0	0	0	15	0	4.5	0	7	0	0	0	0	0	52	0	0	0
NGA5	2	2	2009	30	-20.44868611	22.78945603	0	1	2	0	0	0	14.5	0	0	0	0	5	0	0	0	0	48	0	1	0	9.5	0	0	0	0	0	0	0	0	0	0	0	120	7.5	36.25	0	2	1	0	0	0	0	0	0	0	0	0	35	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	5	0	60.5	0	0	1.5	0	0	62	0	0	0	0	5.75	0	0	1.5	0	0	0	7.666666667	0	4.5	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	1	0	49	0	0	0	0	0	2	0	2	0	0	0	0	0	26	0	0	0	0	0	0	0	92.25	8.5	0	0	0	0	0	16.33333333	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1.333333333	0	0	0	0	1	0	0	49.33333333	0	0	0	0	7	0	9.5	0	6	0	2	0	2	4	2.5	0	1	0
NGA5	3	2	2009	30	-20.45515048	22.77934201	0	0	1	0	0	0	1	0	0	0	0	6	0	3	0	0	66	0	2	0	4	0	0	1	0	0	0	0	0	1	0	0	0	7.5	200.25	0	6	0	0	0	0	0	0	0	0	1	0	3	0	0	19.66666667	1	0	0	23	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	17.25	0	0	1	0	0	0	0	0	0	0	3.25	0	0	1.5	0	0	0	65.25	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	120	2	0	0	0	0	0	99.25	0	0	0	0	0	0	0	3	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	183.25	12.33333334	0	0	0	8.75	0	116	0	33.25	1	8	0	0	3.333333333	3.5	0	0	0
NGA5	8	2	2009	30	-20.44523679	22.79965983	0	0	1	0	0	0	25.25	0	0	0	0	2	0	0	0	0	8.5	0	1.666666667	0	9	0	0	0	0	0	0	0	0	0	0	0	107.5	3	93.75	0	0	0	0	0	0	0	3	0	0	3	0	16.5	2	0	72	0	0	0	0	1	0	0	0	0	0	0	0	0	0	19.66666667	0	0	10	0	3.333333333	0	0	0	0	0	66.33333334	0	0	0	0	13	0	0	7	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	181	0	0	0	0	20	1	25.33333333	1	0	0	0	0	0	0	0	0	0	0	0	4.666666667	0	1	2	0	0	0	0	0	0	0	10.25	1	0	0	0	13.5	0	0	0	8.75	0	0	0	0	0	32	0	0	0
NGA5	9	2	2009	30	-20.44443472	22.80798281	0	2	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	4	0	95	0	0	6	0	0	0	0	1	0	0	0	0	5.333333333	11.5	4	1.5	0	0	0	0	0	0	0	0	3.5	0	0	0	0	27.5	0	0	0	5.25	0	1.333333333	0	0	0	0	0	0	0	0	3	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	12.33333333	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	5.666666666	0	0	0	0	1	0	0	0	0	2	36.25	0	0	0	0	0	1.5	7.25	2	2.5	2	0	0	0	0	0	0	1.333333333	0	0	56.75	0	0	13	0	0	0	1	0	0	102	2	0	0	0	0	9.5	0	12	0	3	0	0	0	0	0	26	0	0	0
NGA5	10	2	2009	30	-20.44115094	22.81334865	0	1.333333333	1	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	81	3.25	27.75	0	2.333333333	0	0	0	0	0	0	0	0	3	0	7.5	0	0	27.66666666	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	26	0	0	2.5	0	1	0	0	1	0	0	150	0	0	0	0	1.333333334	0	0	1	0	0	0	26	0	9.25	0	10	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	2.5	0	0	26	0	0	0	0	0	0	0	307.5	0	0	0	0	0	1.5	9.5	0	0	0	0	0	0	0	0	0	0	0	0	26.25	0	0	2.5	0	0	0	0	0	0	0	32	0	0	0	0	26	0	0	0	13	0	0	0	1.666666667	2	0	0	0	0
NGA5	11	2	2009	30	-20.43824293	22.81990833	0	4	0	0	0	0	6.25	0	1	0	0	0	0	0	0	0	1	0	50	0	5.666666667	0	0	51	0	1	0	0	0	0	0	0	2000	3.666666667	3.25	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.5	0	1	0	0	1.999999999	1	0	3	0	0	0	1	7	0	0	3	0	0	0	15.5	0	0	0	3.5	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	10	0	0	0	0	0	2	0	0	0	0	2.5	0	0	0	0	1	0	0	0	0	3	250.5	0	0	0	0	0	29.75	6.25	1	0	0	0	0	0	0	0	0	20	0	0	60.5	0	1	4	0	0	0	0	0	0	8	10	0	0	0	0	38	0	3	0	8.333333334	0	0	0	2.5	0	1	2	0	1
